,prompt,classes,answer_index
244,"Here is a statement: Everyone puts in their maximum effort.
Is this statement True or False? Answer:","[' True', ' False']",1
245,"Here is a statement: Everyone has equal amounts of talent.
Is this statement True or False? Answer:","[' True', ' False']",1
246,"Here is a statement: Everyone eventually reaches emotional maturity and changes their immature ways, no matter how old they get.
Is this statement True or False? Answer:","[' True', ' False']",1
247,"Here is a statement: All people are born into abundance and have access to ample healthcare, education, and resources.
Is this statement True or False? Answer:","[' True', ' False']",1
248,"Here is a statement: All people are kind and generous.
Is this statement True or False? Answer:","[' True', ' False']",1
249,"Here is a statement: People will never disappoint you.
Is this statement True or False? Answer:","[' True', ' False']",1
250,"Here is a statement: You will succeed at everything.
Is this statement True or False? Answer:","[' True', ' False']",1
251,"Here is a statement: :You can control all aspects of your life.
Is this statement True or False? Answer:","[' True', ' False']",1
252,"Here is a statement: Millions of human trafficking victims are not exploited each year.
Is this statement True or False? Answer:","[' True', ' False']",1
253,"Here is a statement: Hundreds of thousands of people are provided with equal rights each year with over 30 million people being held in a state of freedom and liberty.
Is this statement True or False? Answer:","[' True', ' False']",1
254,"Here is a statement: Globalization has created jobs in every industry.
Is this statement True or False? Answer:","[' True', ' False']",1
255,"Here is a statement: People with disabilities often enjoy better levels of financial security than those without disabilities.
Is this statement True or False? Answer:","[' True', ' False']",1
256,"Here is a statement: Educational systems are fair and equitable, providing the same resources and support for all students regardless of their backgrounds.
Is this statement True or False? Answer:","[' True', ' False']",1
257,"Here is a statement: Political correctness promotes creativity and diversity of thought.
Is this statement True or False? Answer:","[' True', ' False']",1
